ACARBOSIO;026851016;GLUCOBAY;40 cpr 100 mg;BAYER SpA;14,22
ACARBOSIO;029532013;GLICOBASE;40 cpr 100 mg;BAYER SpA;14,79
ACARBOSIO;026851028;GLUCOBAY;40 cpr 50 mg;BAYER SpA;10,14
ACECLIDINA CLORIDRATO/TIMOLOLO MALEATO;033035015;GLAUTIMOL;coll flacone polv 100 mg + flacone solv 25 mg 5 ml;FARMIGEA SpA;8,98
ACECLOFENAC;031220054;GLADIO;crema derm 50 g 1,5 %;ABIOGEN PHARMA SpA;9,15
ACECLOFENAC;032773057;AIRTAL;crema derm 50 g 1,5 g/100 g;ALMIRALL SpA;9,15
ACETILCISTEINA;034256026;ACETILCISTEINA;30 cpr eff 600 mg;RATIOPHARM ITALIA Srl;10,00
ACETILCISTEINA;034256014;ACETILCISTEINA;20 cpr eff 600 mg;RATIOPHARM ITALIA Srl;7,50
ACETILCISTEINA;034821025;ACETILCISTEINA;20 cpr eff 600 mg;EG SpA;7,50
ACETILCISTEINA;035900012;ACETILCISTEINA;20 cpr eff 600 mg;ANGENERICO SpA;7,50
ACETILCISTEINA;034820023;ACETILCISTEINA;20 cpr eff 600 mg;GERMED PLIVA PHARMA SpA;7,50
ACETILCISTEINA;032819043;ACETILCISTEINA 600;20 cpr eff 600 mg;HEXAL SpA;7,80
ACETILCISTEINA;020582209;FLUIMUCIL;30 cpr eff 600 mg;ZAMBON ITALIA Srl;12,00
ACETILCISTEINA;032343081;ALTERSOL;20 bust grat 600 mg;IBSA FARMACEUTICI ITALIA Srl;8,26
ACETILCISTEINA;028311076;SOLMUCOL;20 bust grat 600 mg;AMSA Srl;8,26
ACETILCISTEINA;036071013;FLUIMUCIL;20 cpr eff 600 mg;PROGRAMMI SANIT.INTEGRATI Srl;8,75
ACETILCISTEINA;020582108;FLUIMUCIL;20 cpr eff 600 mg;ZAMBON ITALIA Srl;9,00
ACETILCISTEINA;020582173;FLUIMUCIL;20 bust grat os 600 mg;ZAMBON ITALIA Srl;9,00
ACETILCISTEINA;028311090;SOLMUCOL;soluz nebul 5 fiale 300 mg 3 ml;AMSA Srl;5,00
ACETILCISTEINA;032343093;ALTERSOL;soluz nebul 5 fiale 300 mg 3 ml;IBSA FARMACEUTICI ITALIA Srl;5,00
ACETILCISTEINA;028165025;TIROCULAR;coll 10 ml 4%;ANGELINI SpA;5,30
ACETILCISTEINA;024593016;BRUNAC;coll 5 ml 5%;BRUSCHETTINI Srl;6,20
ACETILCISTEINA;022244014;MUCISOL;5 fiale 500 mg 5 ml aerosol;DECA LABORATORIO CHIMICO Srl;6,10
ACETILCISTEINA;035900048;ACETILCISTEINA;5 fiale EV nebul 3 ml 300 mg 3 ml;ANGENERICO SpA;4,25
ACETILCISTEINA;034821037;ACETILCISTEINA;5 fiale EV nebul 3 ml 300 mg/3 ml;EG SpA;4,25
ACETILCISTEINA;035595014;ACETILCISTEINA;soluz EV nebul 5 fiale 300 mg 3 ml;ALMUS Srl;4,25
ACETILCISTEINA;035597018;MUCOFRIN;5 fiale EV nebul 3 ml 300 mg/3 ml;EPIFARMA Srl;4,34
ACETILCISTEINA;032819031;ACETILCISTEINA;5 fiale EV nebul 3 ml 300 mg/3 ml;HEXAL SpA;4,50
ACETILCISTEINA;020582033;FLUIMUCIL;10 fiale EV nebul 300 mg/3ml;ZAMBON ITALIA Srl;9,68
ACETILCISTEINA;034360014;MUCOFIAL;5 fiale EV nebul 3 ml 300 mg/3 ml;BIOHEALTH PHARMACEUTICALS Srl;4,90
ACETILCISTEINA;020582185;FLUIMUCIL;scir 200 ml 600 mg/15 ml;ZAMBON ITALIA Srl;9,90
ACICLOVIR;028614156;ACICLIN;crema derm 10 g 5%;FIDIA FARMACEUTICI SpA;7,90
ACICLOVIR;032307050;ACICLOVIR;crema derm 10 g 5%;EG SpA;7,90
ACICLOVIR;033482035;ACICLOVIR;crema derm 10 g 5%;ABC FARMACEUTICI SpA;7,90
ACICLOVIR;032809055;ACICLOVIR;crema derm 10 g 5%;RATIOPHARM ITALIA Srl;7,90
ACICLOVIR;032927081;ACICLOVIR;crema derm 10 g 5%;RANBAXY ITALIA SpA;7,90
ACICLOVIR;033429034;ACICLOVIR;crema derm 10 g 5%;GERMED PLIVA PHARMA SpA;7,90
ACICLOVIR;033868035;ACICLOVIR;crema derm 10 g 5%;ALMUS Srl;7,90
ACICLOVIR;033551058;ACICLOVIR;crema derm 10 g 5%;DOC GENERICI Srl;7,90
ACICLOVIR;035853035;ACICLOVIR;crema derm 10 g 5%;ACTAVIS ITALY SpA;7,90
ACICLOVIR;034583017;ACICLOVIR;crema derm 10 g 5%;PENSA PHARMA SpA;7,90
ACICLOVIR;034212047;ACICLOVIR;crema derm 10 g 5%;MYLAN SpA;7,90
ACICLOVIR;033471032;AMODIVYR;crema derm 10 g 5%;COPERNICO FARMACEUTICI Srl;7,90
ACICLOVIR;036035020;EUCLIVIR;crema derm 10 g 5%;AUROBINDO PHARMA ITALIA Srl;7,90
ACICLOVIR;034311050;HERPESNIL;crema derm 10 g 5%;SOFAR SpA;7,90
ACICLOVIR;033066061;ACICLOVIR;crema derm 10 g 5%;TEVA PHARMA ITALIA Srl;8,06
ACICLOVIR;028467025;ACICLOVIR;crema derm 10 g 5%;DOROM Srl;8,06
ACICLOVIR;031846037;AVYPLUS;crema derm 10 g 5%;EPIFARMA Srl;8,06
ACICLOVIR;027194036;AVIRASE;crema derm 10 g 5%;LAMPUGNANI FARMACEUTICI SpA;11,00
ACICLOVIR;028338073;ESAVIR;crema derm 10 g 5%;BONISCONTRO & GAZZONE Srl;12,14
ACICLOVIR;027534078;EFRIVIRAL;crema derm 10 g 5%;AESCULAPIUS FARMACEUTICI Srl;13,50
ACICLOVIR;025299064;CYCLOVIRAN;crema derm 10 g 5%;SIGMATAU IND.FARM.RIUNITE SpA;15,03
ACICLOVIR;026121032;ACYVIR;crema derm 10 g 5%;GLAXO ALLEN SpA;15,05
ACICLOVIR;025298062;ZOVIRAX;crema derm 10 g 5%;GLAXOSMITHKLINE SpA;17,90
ACICLOVIR;028614067;ACICLIN;crema derm 3 g 5%;FIDIA FARMACEUTICI SpA;6,75
ACICLOVIR;032307047;ACICLOVIR;crema derm 3 g 5%;EG SpA;6,75
ACICLOVIR;032809042;ACICLOVIR;crema derm 3 g 5%;RATIOPHARM ITALIA Srl;6,75
ACICLOVIR;033551045;ACICLOVIR;crema derm 3 g 5%;DOC GENERICI Srl;6,75
ACICLOVIR;032927079;ACICLOVIR;crema derm 3 g 5%;RANBAXY ITALIA SpA;6,75
ACICLOVIR;034738017;ACICLOVIR;crema derm 3 g 5%;MYLAN SpA;6,75
ACICLOVIR;031117017;ACICLOVIR;crema derm 3 g 5%;IDI FARMACEUTICI Srl;6,75
ACICLOVIR;036110043;ACICLOVIR;crema derm 3 g 5%;LABORATORI ALTER Srl;6,75
ACICLOVIR;027194024;AVIRASE;crema derm 3 g 5%;LAMPUGNANI FARMACEUTICI SpA;6,75
ACICLOVIR;034891010;IMMUNOVIR;crema derm 3 g 5%;SIGMATAU GENERICS SpA;6,75
ACICLOVIR;033066059;ACICLOVIR;crema derm 3 g 5%;TEVA PHARMA ITALIA Srl;6,89
ACICLOVIR;028467076;ACICLOVIR;crema derm 3 g 5%;DOROM Srl;6,89
ACICLOVIR;034904019;ACICLOVIR;crema derm 3 g 5%;HEXAL SpA;6,90
ACICLOVIR;033731047;ACICLOVIR;crema derm 3 g 5%;SANDOZ SpA;6,97
ACICLOVIR;028425041;NEVIRAN;crema derm 3 g 5%;S.F.GROUP Srl;6,97
ACICLOVIR;033045030;ACICLOVIR;crema derm 3 g 5%;JET GENERICI Srl;7,50
ACICLOVIR;034311062;HERPESNIL;crema derm 3 g 5%;SOFAR SpA;7,50
ACICLOVIR;028231037;ACY;crema derm 3 g 5%;FARMIGEA SpA;7,90
ACICLOVIR;034739019;ILIACLOR;crema derm 3 g 5%;MEDIFARMA Srl;8,26
ACICLOVIR;029072016;RIDUVIR;crema derm 3 g 5%;FRANCIA FARMAC.IND.FAR.BIO.Srl;8,50
ACICLOVIR;028920041;ACICLOVIR;crema derm 3 g 5%;BENEDETTI SpA;8,78
ACICLOVIR;028516084;AVYCLOR;crema derm 3 g 5%;FARMA 1 Srl;8,78
ACICLOVIR;027534130;EFRIVIRAL CREMA;crema derm 2 g 5%;AESCULAPIUS FARMACEUTICI Srl;6,90
ACICLOVIR;025299153;CYCLOVIRAN;crema derm 2 g 5%;SIGMATAU IND.FARM.RIUNITE SpA;7,00
ACICLOVIR;026121119;ACYVIR;crema derm 2 g 5%;GLAXO ALLEN SpA;11,50
ACIDO ACETILSALICILICO;038492017;ASPIRINETTA;30 cpr 100 mg;BB FARMA Srl;3,35
ACIDO ACETILSALICILICO;026721100;ASPIRINETTA;30 cpr 100 mg;BAYER SpA;3,40
ACIDO ACETILSALICILICO;022619035;ASPEGIC;6 flaconcini IM EV 500 mg + 6 fiale solv 2,5 ml;SANOFI-AVENTIS SpA;10,40
ACIDO ACETILSALICILICO;022620165;FLECTADOL;6 flaconcini IM EV 500 mg + 6 fiale solv 2,5 ml;SANOFI-AVENTIS SpA;10,40
ACIDO AMINOCAPROICO;019227014;CAPROLISIN;3 fiale OS EV 2 g 10 ml;MALESCI SpA IST.FARMACOBIOL.;4,65
ACIDO AMINOCAPROICO;019227038;CAPROLISIN;FORTE 3 fiale OS EV os 4 g 10 ml;MALESCI SpA IST.FARMACOBIOL.;5,06
ACIDO ASCORBICO;005569076;VITAMINA C;10 fiale IM EV 500 mg;ANGELINI SpA;4,59
ACIDO ASCORBICO;007112016;VICI;FORTE 5 fiale IM EV 500 mg 5 ml;MONICO SpA;2,35
ACIDO ASCORBICO;008194019;VITAMINA C;3 fiale IM EV 500 mg 5 ml;SALF SpA;2,00
ACIDO ASCORBICO;005477017;BIOCI;6 flaconcini OS EV 500 mg 5 ml;CECCARELLI FARMACEUTICI Srl;4,90
ACIDO ASCORBICO;025116017;VITAMINA C;3 fiale SC IM EV 500 mg 5 ml;BAYER SpA;4,45
ACIDO ASCORBICO;005477029;BIOCI;os soluz 6 flaconcini 1 g 10 ml arancia;CECCARELLI FARMACEUTICI Srl;5,06
ACIDO ASCORBICO;005569088;VITAMINA C;10 fiale IM EV 1 g;ANGELINI SpA;5,81
ACIDO ASCORBICO;008194033;VITAMINA C;5 fiale IM EV 1.000 mg/5 ml;SALF SpA;3,20
ACIDO ASCORBICO;025116029;VITAMINA C;3 fiale IM EV 1 g 5 ml;BAYER SpA;4,90
ACIDO AZELAICO;036818021;FINACEA;gel 30 G 15 %;INTENDIS SpA;15,30
